iter	MultiClass
0	1.032387758
1	0.9693251051
2	0.9151184199
3	0.8596737002
4	0.8073920854
5	0.7611229339
6	0.7215323178
7	0.6857134095
8	0.6514982362
9	0.6165014499
10	0.5862753305
11	0.5610283124
12	0.5360151018
13	0.5112918579
14	0.4919070262
15	0.4706300729
16	0.4516805786
17	0.4339384868
18	0.4158768191
19	0.3987455761
20	0.3879077478
21	0.375332625
22	0.3604793782
23	0.3490943331
24	0.3376761908
25	0.3260308299
26	0.3147063508
27	0.3049045712
28	0.2971427662
29	0.287795426
30	0.2796825789
31	0.2711644572
32	0.2655395392
33	0.2585681
34	0.253493595
35	0.2482095261
36	0.2416436692
37	0.2355994121
38	0.2281582765
39	0.2214471957
40	0.2168033344
41	0.2113051416
42	0.2068903978
43	0.201346846
44	0.19876846
45	0.1946507518
46	0.1896999881
47	0.1858906984
48	0.1830350491
49	0.1796161851
50	0.1757059227
51	0.1739613835
52	0.1711830016
53	0.1677386593
54	0.164754642
55	0.1619073455
56	0.1594766678
57	0.1567421988
58	0.1537365054
59	0.1516324603
60	0.1483721939
61	0.1463725442
62	0.1441978813
63	0.1414718777
64	0.140264347
65	0.1377593763
66	0.1358294136
67	0.133856446
68	0.131747547
69	0.12981799
70	0.1276183982
71	0.1257822511
72	0.12427902
73	0.12297587
74	0.1212956251
75	0.1196428619
76	0.1182655264
77	0.116984936
78	0.1156163954
79	0.1135505793
80	0.1114777645
81	0.109957872
82	0.1085223852
83	0.10709566
84	0.1058174828
85	0.1050516116
86	0.1038222641
87	0.1021305393
88	0.1010248808
89	0.09969408173
90	0.09838304763
91	0.09685057239
92	0.09564435473
93	0.09471335408
94	0.09360132863
95	0.09238794435
96	0.0908728149
97	0.0894971566
98	0.08858104973
99	0.08771291232
100	0.08624541847
101	0.08500976407
102	0.08411937779
103	0.08264221181
104	0.08199059486
105	0.08071222459
106	0.07999352059
107	0.0788960202
108	0.07805795487
109	0.07709672644
110	0.0760641587
111	0.07517571682
112	0.07446695149
113	0.07352963428
114	0.07239319492
115	0.07173017366
116	0.0708956247
117	0.06999393793
118	0.06933895222
119	0.06853198676
120	0.06747535516
121	0.06679321487
122	0.06598076848
123	0.06519489525
124	0.06463602452
125	0.0637415367
126	0.06310997261
127	0.06250705307
128	0.06183787405
129	0.06126466734
130	0.06058333006
131	0.06006830791
132	0.0594137369
133	0.05878745896
134	0.05837080095
135	0.05788270292
136	0.05746622304
137	0.05695677336
138	0.05654977998
139	0.0559643181
140	0.05538605632
141	0.054958015
142	0.05455340417
143	0.05412848043
144	0.05372193116
145	0.0532513216
146	0.05260502823
147	0.05210193744
148	0.05176316027
149	0.05129496349
150	0.0509901088
151	0.05050841418
152	0.05001511172
153	0.04967723199
154	0.04923290173
155	0.04892473222
156	0.04863871532
157	0.04824669383
158	0.04770200599
159	0.04729765584
160	0.04692171627
161	0.04654247971
162	0.04623429019
163	0.04585519548
164	0.04557720796
165	0.04528633166
166	0.04502341004
167	0.04455067021
168	0.04428316785
169	0.04396913324
170	0.04371763431
171	0.04339720943
172	0.04294452848
173	0.04265144195
174	0.04242988589
175	0.04202651968
176	0.04181533262
177	0.04152660147
178	0.04132822482
179	0.04094180343
180	0.04075604281
181	0.0405216135
182	0.04030146937
183	0.04010893091
184	0.03972897164
185	0.03942904561
186	0.03916405207
187	0.03890261784
188	0.03873901986
189	0.03852214023
190	0.03813966349
191	0.03794147852
192	0.0377325326
193	0.037530203
194	0.03734583267
195	0.03707572915
196	0.03684533192
197	0.03653345573
198	0.03628603398
199	0.03615751845
200	0.03591412249
201	0.03575256992
202	0.03547602841
203	0.03529343213
204	0.03512432523
205	0.03492445855
206	0.03470360977
207	0.03453363555
208	0.03427729816
209	0.03401262604
210	0.03385606596
211	0.03364795746
212	0.03350185111
213	0.03332478899
214	0.0331778696
215	0.03295587885
216	0.03276212214
217	0.03264456106
218	0.032435347
219	0.03223837024
220	0.03202543729
221	0.03180801228
222	0.0316700436
223	0.03150361059
224	0.03130133889
225	0.03109450988
226	0.03092980088
227	0.03076226887
228	0.03056507639
229	0.03043119445
230	0.03031745359
231	0.03015711197
232	0.0299797671
233	0.02978617714
234	0.02961662677
235	0.02946663351
236	0.02923117994
237	0.02906802975
238	0.02895112697
239	0.02880223556
240	0.02865899577
241	0.02853659617
242	0.02839086025
243	0.02825787897
244	0.02811574906
245	0.02801300076
246	0.02791713521
247	0.02769678035
248	0.02757001124
249	0.02745353144
250	0.02733190576
251	0.02720781102
252	0.02709149339
253	0.02695341441
254	0.02684590946
255	0.02673332116
256	0.02654163479
257	0.02638468954
258	0.02629241244
259	0.02620563704
260	0.02610296203
261	0.02596952108
262	0.02590066174
263	0.02579306332
264	0.02570544568
265	0.02552172178
266	0.02534086166
267	0.02523920909
268	0.02513120027
269	0.02500123813
270	0.02489103313
271	0.02476968584
272	0.02466096406
273	0.02457692101
274	0.02446540628
275	0.02436528267
276	0.02425635061
277	0.02414669324
278	0.02402786757
279	0.02390600992
280	0.02379963064
281	0.02372860719
282	0.02357078495
283	0.02345788436
284	0.0233037424
285	0.02320451453
286	0.02312549649
287	0.02297056739
288	0.02287406469
289	0.02278313988
290	0.02271034173
291	0.02259836469
292	0.02248961352
293	0.02240125368
294	0.02233166723
295	0.02225544382
296	0.02217800572
297	0.02211352989
298	0.02203364514
299	0.02193565139
300	0.02186130339
301	0.02177874665
302	0.02171806201
303	0.02158959913
304	0.02150563356
305	0.02142972653
306	0.02136925458
307	0.02128273525
308	0.02119156019
309	0.02108132974
310	0.0210226386
311	0.02093492338
312	0.02086148844
313	0.02077354661
314	0.02069794771
315	0.02062926444
316	0.02056688787
317	0.02048690985
318	0.02042361868
319	0.02036040883
320	0.02027081924
321	0.02022164249
322	0.02017511454
323	0.02012994065
324	0.02007644555
325	0.01999334764
326	0.01994413262
327	0.01987891693
328	0.01980815875
329	0.01971027257
330	0.01963277279
331	0.01952740801
332	0.01946457269
333	0.01940034407
334	0.01935559336
335	0.01929283159
336	0.01921655695
337	0.01914452868
338	0.01909332621
339	0.01903413291
340	0.01899165307
341	0.01892209961
342	0.01886874604
343	0.01879865587
344	0.01874103338
345	0.01863929994
346	0.01857287374
347	0.01848426942
348	0.01843314225
349	0.01838655484
350	0.01829928826
351	0.01824622156
352	0.01818155626
353	0.01813775346
354	0.01806997476
355	0.01803057955
356	0.0179822095
357	0.01793166422
358	0.01788212181
359	0.01783775199
360	0.01776864955
361	0.01772261849
362	0.01767798238
363	0.01760677694
364	0.01754452793
365	0.01749040272
366	0.01744120005
367	0.01738720948
368	0.01734299326
369	0.01729543672
370	0.01723930817
371	0.0171878127
372	0.01714888029
373	0.01708303497
374	0.01703959405
375	0.01699982122
376	0.01695011035
377	0.01689030923
378	0.01683916279
379	0.01678898498
380	0.01674660535
381	0.01668603244
382	0.01665080444
383	0.01660162255
384	0.01656447297
385	0.01651690258
386	0.0164466834
387	0.01639640433
388	0.01635744578
389	0.01632847641
390	0.01628581215
391	0.01624648457
392	0.01620148044
393	0.01613566823
394	0.01607984691
395	0.0160455106
396	0.01600644521
397	0.01596531755
398	0.01592656314
399	0.01588241528
400	0.01581514932
401	0.01577085434
