iter	RMSE
191	1.057710378
192	1.057067423
193	1.056426334
194	1.055847422
195	1.055400608
196	1.055156129
197	1.055128687
198	1.05469312
199	1.053970067
200	1.053423676
201	1.053090557
202	1.052629314
203	1.051918642
204	1.051274907
205	1.050800425
206	1.050359355
207	1.050333083
208	1.050306014
209	1.049986093
210	1.049962102
211	1.049372457
212	1.048718218
213	1.048066107
214	1.048047583
215	1.047559671
216	1.047140409
217	1.046638986
218	1.046621953
219	1.046056426
220	1.045607841
221	1.045181981
222	1.044528684
223	1.044073579
224	1.043667526
225	1.043138205
226	1.042712742
227	1.042183013
228	1.041834848
229	1.04120974
230	1.040627093
231	1.040051571
232	1.039447037
233	1.038863455
234	1.038217471
235	1.037794716
236	1.037215092
237	1.036765828
238	1.036358456
239	1.035865822
240	1.035419384
241	1.035000317
242	1.03429418
243	1.033701794
244	1.033315923
245	1.032766845
246	1.032281882
247	1.031850572
248	1.031386483
249	1.031052153
250	1.030549053
251	1.030532468
252	1.030028412
253	1.029553356
254	1.029230451
255	1.028813901
256	1.028536267
257	1.028145291
258	1.027592797
259	1.02753558
260	1.027010307
261	1.026993981
262	1.026600823
263	1.026117203
264	1.025659524
265	1.025303387
266	1.025039588
267	1.025020955
268	1.024434029
269	1.024224662
270	1.023501097
271	1.023065647
272	1.022745439
273	1.022441519
274	1.022028305
275	1.021590432
276	1.02113466
277	1.020560174
278	1.020023161
279	1.019676383
280	1.019151276
281	1.018701703
282	1.018305078
283	1.018162766
284	1.018149043
285	1.018130463
286	1.017697063
287	1.017181487
288	1.016858782
289	1.016477879
290	1.01581576
291	1.015251856
292	1.015235508
293	1.014844577
294	1.014414669
295	1.013984133
296	1.013563239
297	1.013170519
298	1.012719399
299	1.012485469
300	1.012033235
301	1.011510952
302	1.011011125
303	1.010567362
304	1.010554039
305	1.010135422
306	1.009717666
307	1.009338145
308	1.008861451
309	1.008369268
310	1.007809988
311	1.007185392
312	1.006824502
313	1.006402398
314	1.006009258
315	1.005362779
316	1.00491291
317	1.004585772
318	1.004193043
319	1.003602502
320	1.00316474
321	1.002901085
322	1.002674245
323	1.002319125
324	1.002008566
325	1.001486815
326	1.001031973
327	1.000788927
328	1.000470453
329	1.00002025
330	0.9995808748
331	0.9991732562
332	0.9987518409
333	0.998417721
334	0.9980415518
335	0.9978105107
336	0.9975689102
337	0.9972016119
338	0.996859171
339	0.9965297977
340	0.9961468291
341	0.9956351176
342	0.9950449439
343	0.9948396485
344	0.9945690649
345	0.9942498963
346	0.9938964252
347	0.9935346776
348	0.9931090831
349	0.9927007673
350	0.9924540339
351	0.9920275511
352	0.9915867435
353	0.9911299687
354	0.9908113338
355	0.9904679532
356	0.9899493865
357	0.9898221455
358	0.9896010286
359	0.9893061298
360	0.9888551473
361	0.9884614309
362	0.987893596
363	0.9876967582
364	0.9874341488
365	0.9874218824
366	0.9871497292
367	0.9867627888
368	0.9862239052
369	0.9858375011
370	0.9853238935
371	0.9850436213
372	0.9848812705
373	0.9842502496
374	0.9837908043
375	0.9834116559
376	0.9830043928
377	0.9827690357
378	0.9822485894
379	0.9818245556
380	0.9815191964
381	0.9811450653
382	0.9807420624
383	0.9803895153
384	0.9798620952
385	0.9796783493
386	0.979166068
387	0.978858136
388	0.9785785977
389	0.9783492536
390	0.9778909453
391	0.9776378413
392	0.9774393065
393	0.9769916452
394	0.9766041816
395	0.9761525077
396	0.9757297867
397	0.975169198
398	0.974841932
399	0.9743778988
400	0.9740618529
401	0.9737946333
402	0.9735080805
403	0.9730248176
404	0.9726181126
405	0.9721348123
406	0.9718410632
407	0.9716139137
408	0.9711190129
409	0.9705559898
410	0.9702233701
411	0.9700197831
412	0.9696930927
413	0.9693402044
414	0.9691781841
415	0.9686765804
416	0.9683529978
417	0.967903394
418	0.9674934347
419	0.9671638338
420	0.9671551343
421	0.9669545785
422	0.9666008545
423	0.966254035
424	0.9659420129
425	0.965797609
426	0.9656635543
427	0.9653426794
428	0.9649592156
429	0.9646328606
430	0.9641959145
431	0.9640708052
432	0.963668064
433	0.963378057
434	0.9631046899
435	0.9630965591
436	0.9627590843
437	0.9624355949
438	0.9621458469
439	0.9618233592
440	0.9613517711
441	0.9609519827
442	0.9607493012
443	0.9604608669
444	0.9599742708
445	0.9595040009
446	0.9592170731
447	0.9590617341
448	0.9587862989
449	0.9584915809
450	0.9582170229
451	0.9579448612
452	0.9579262267
453	0.9576269324
454	0.9573771413
455	0.9572292507
456	0.9569645391
457	0.9564890209
458	0.9561378252
459	0.955969004
460	0.9557621378
461	0.9555275995
462	0.954972268
463	0.9546138392
464	0.9540351609
465	0.9538564582
466	0.9533843364
467	0.9530348989
468	0.9525627686
469	0.9521983712
470	0.9518812684
471	0.9516178727
472	0.9513573307
473	0.9510712956
474	0.950669861
475	0.9503241824
476	0.9500088278
477	0.9496462895
478	0.949434094
479	0.9490040975
480	0.9486529691
481	0.9483890827
482	0.9483700502
483	0.9481163451
484	0.9477683652
485	0.9474972177
486	0.94716109
487	0.9468483447
488	0.9465309216
489	0.946222733
490	0.9458629156
491	0.945561304
492	0.9452637763
493	0.9448294325
494	0.944571646
495	0.9442862835
496	0.9438969304
497	0.9436439867
498	0.9434762262
499	0.943151168
500	0.9429014578
501	0.9424210223
502	0.9421268825
503	0.9417576362
504	0.9413251824
505	0.9411612699
506	0.9407498495
507	0.9403982465
508	0.9401974373
509	0.9397652118
510	0.9394916937
511	0.9392616465
512	0.9388291261
513	0.9385532317
514	0.9382468612
515	0.9379359028
516	0.9375906999
517	0.9373020525
518	0.9368863402
519	0.9367738045
520	0.9365378872
521	0.9362185351
522	0.9358872884
523	0.9356981718
524	0.9353506476
525	0.9349275448
526	0.9347023767
527	0.9343106741
528	0.9340051227
529	0.9335563674
530	0.9334293708
531	0.9331339088
532	0.9328569762
533	0.9325157458
534	0.9321808461
535	0.9318791587
536	0.9315995065
537	0.9313528608
538	0.9310195756
539	0.9308117499
540	0.9306288329
541	0.9304396253
542	0.9302030613
543	0.9299355411
544	0.929802148
545	0.9295012267
546	0.9293654906
547	0.929112546
548	0.9290572636
549	0.9286636373
550	0.9283524097
551	0.9277911089
552	0.927423818
553	0.9270723645
554	0.9266910812
555	0.9264380719
556	0.9261579483
557	0.9256913593
558	0.9253102059
559	0.9249627851
560	0.924656117
561	0.9244943442
562	0.9241042619
563	0.9237937125
564	0.9236014661
565	0.9233707249
566	0.9230537403
567	0.9227959369
568	0.9226039227
569	0.9223483123
570	0.9219991167
571	0.9217659779
572	0.9215119845
573	0.921349392
574	0.9212020138
575	0.92097636
576	0.9206595928
577	0.9202677138
578	0.9199519843
579	0.9196218453
580	0.9192671336
581	0.9190498844
582	0.9187538512
583	0.9184244126
584	0.9180814034
585	0.9178339019
586	0.9174737937
587	0.9171585304
588	0.9169839693
589	0.9166841117
590	0.9164298319
591	0.9161530678
592	0.9159066025
593	0.9156823366
594	0.9154213792
595	0.9151941859
596	0.9149216733
597	0.9146247979
598	0.914444997
599	0.9140979624
600	0.9138760227
601	0.9136445888
602	0.913347748
603	0.9132630491
604	0.9131705763
605	0.9128204559
606	0.9124567934
607	0.9121729048
608	0.9118972761
609	0.9115172113
610	0.911293086
611	0.9108989506
612	0.9107094814
613	0.9104372297
614	0.9102673369
615	0.9098342009
616	0.9096686022
617	0.9094772339
618	0.9092565602
619	0.9089279776
620	0.9087234879
621	0.9084866991
622	0.9083422226
623	0.9081548386
624	0.9079478854
625	0.9076244699
626	0.9073269092
627	0.9070355253
628	0.9067469116
629	0.9065828532
630	0.906283672
631	0.9059709298
632	0.9057415355
633	0.9056702597
634	0.9054256931
635	0.9052069965
636	0.9049350323
637	0.9046266312
638	0.904291563
639	0.9040046076
640	0.9038122951
641	0.903711947
642	0.9035016312
643	0.9030782489
644	0.9028378047
645	0.902547074
646	0.902380998
647	0.9022062925
648	0.9019809516
649	0.901859605
650	0.9014643739
651	0.9010824217
652	0.9008939557
653	0.9006306077
654	0.9003934004
655	0.900261589
656	0.9000926283
657	0.8998889744
658	0.8995561468
659	0.8993260772
660	0.8991226893
661	0.8989845324
662	0.8988025845
663	0.8986160287
664	0.8984804135
665	0.8983034551
666	0.8980729886
667	0.897768845
668	0.8973590462
669	0.897121207
670	0.8968695567
671	0.8965065306
672	0.8962887063
673	0.8960390702
674	0.8958096688
675	0.8955182945
676	0.8954558757
677	0.8950579215
678	0.8947580285
679	0.8944909917
680	0.8942712603
681	0.8939896093
682	0.8938109781
683	0.8934621852
684	0.8930063423
685	0.8926665865
686	0.8924039
687	0.8921571242
688	0.8918930712
689	0.8916209054
690	0.8914544673
691	0.8911453423
692	0.8909445592
693	0.8906554468
694	0.8903579431
695	0.890198745
696	0.8898879757
697	0.8895787287
698	0.8893365088
699	0.8890791689
700	0.888852658
701	0.8885913394
702	0.8882706799
703	0.8880944485
704	0.8877890329
705	0.8876305143
706	0.8872726906
707	0.887148265
708	0.8869673474
709	0.8869635532
710	0.8867086018
711	0.8864421274
712	0.8861342919
713	0.8859149233
714	0.8856835421
715	0.8854402781
716	0.8853624528
717	0.8851343574
718	0.884870435
719	0.8845475729
720	0.8842522897
721	0.8839428284
722	0.8836610862
723	0.8833455113
724	0.8831509177
725	0.8828608464
726	0.8826402759
727	0.8824490195
728	0.8823357436
729	0.8820526812
730	0.8818229815
731	0.8818197392
732	0.8815123753
733	0.8814035461
734	0.8810444364
735	0.8807963126
736	0.8805521937
737	0.8802991409
738	0.8801047328
739	0.8798640469
740	0.8795080553
741	0.8793199334
742	0.8790756081
743	0.878794469
744	0.8785814333
745	0.878388387
746	0.8781380246
747	0.8779512598
748	0.8778505581
749	0.8777904253
750	0.8774582514
751	0.8771350078
752	0.8771316943
753	0.8768318542
754	0.8766108549
755	0.876280054
756	0.8759629506
757	0.8758574236
758	0.8756820315
759	0.8754137644
760	0.8752043494
761	0.8749453112
762	0.8747142769
763	0.8747119256
764	0.8744126019
765	0.8742132984
766	0.8739744029
767	0.873662653
768	0.8735743216
769	0.8733534497
770	0.8731005067
771	0.8728740458
772	0.8727223098
773	0.8725382542
774	0.8723809104
775	0.8720838727
776	0.8718236271
777	0.8715668272
778	0.871328805
779	0.8711949245
780	0.8710418939
781	0.8708384596
782	0.8707205933
783	0.8705076587
784	0.8702926361
785	0.8701296603
786	0.869720421
787	0.8694655824
788	0.8690696436
789	0.869066263
790	0.86879715
791	0.8685450991
792	0.868341525
793	0.8682219686
794	0.867992156
795	0.8677557079
796	0.8675034023
797	0.8672522679
798	0.8670376049
799	0.8667559465
800	0.8664428064
801	0.8662921904
802	0.8660901633
803	0.865784671
804	0.8655437372
805	0.8653840264
806	0.8651979604
807	0.864952829
808	0.8646085773
809	0.8645606473
810	0.864232587
811	0.8640119951
812	0.8637777692
813	0.863521226
814	0.8633718958
815	0.8631712155
816	0.8630256625
817	0.8628841622
818	0.8626505543
819	0.8624913437
820	0.8622775233
821	0.862098388
822	0.8618562146
823	0.8616756112
824	0.861333563
825	0.8610407106
826	0.8609125361
827	0.8609055431
828	0.860708847
829	0.8604440019
830	0.8602743653
831	0.8600649168
832	0.8598685782
833	0.8595808896
834	0.8594212872
835	0.8591711071
836	0.8588608242
837	0.8587327726
838	0.858529156
839	0.858279391
840	0.8580237949
841	0.858021491
842	0.857746164
843	0.8575220757
844	0.8573527036
845	0.8571414266
846	0.8571088171
847	0.8568802352
848	0.8566020623
849	0.8563263724
850	0.8560823189
851	0.8559149794
852	0.8557673571
853	0.855549619
854	0.8554444618
855	0.8552561251
856	0.8551820798
857	0.8550062835
858	0.8546832877
859	0.8544389233
860	0.8542296179
861	0.8540155221
862	0.8538009559
863	0.8537172466
864	0.853577444
865	0.8533821729
866	0.8531118789
867	0.8528416767
868	0.8525373333
869	0.8522384116
870	0.8521197852
871	0.8520515957
872	0.8517338665
873	0.8515370094
874	0.8512906438
875	0.8510978949
876	0.8508633913
877	0.8505376044
878	0.8503346219
879	0.8500794056
880	0.8497921774
881	0.849582
882	0.8492749901
883	0.8491180286
884	0.8488880943
885	0.848664359
886	0.8484957542
887	0.8483023042
888	0.8480680208
889	0.84787282
890	0.8476728615
891	0.8474222959
892	0.8472980244
893	0.8469307943
894	0.8467026355
895	0.8463876921
896	0.8461815102
897	0.8459528916
898	0.845823179
899	0.8456801378
900	0.8455849395
901	0.8453733595
902	0.8451396148
903	0.8449937399
904	0.844652989
905	0.8444413646
906	0.8441686142
907	0.8439834025
908	0.8438666572
909	0.8436483512
910	0.8434700364
911	0.8433230295
912	0.8431905724
913	0.8429518063
914	0.8426884364
915	0.8424508628
916	0.8423568812
917	0.8421660376
918	0.8419142385
919	0.8417966179
920	0.8415147242
921	0.841288895
922	0.8410513976
923	0.8408761117
924	0.8406526818
925	0.840411635
926	0.8402690951
927	0.8400224641
928	0.8397355264
929	0.8394643647
930	0.8392450124
931	0.8390161434
932	0.8387780553
933	0.8386271222
934	0.8384042835
935	0.838110614
936	0.8378571909
937	0.837568874
938	0.8373742098
939	0.8371051455
940	0.8368961875
941	0.8367177821
942	0.8365337829
943	0.8364149839
944	0.8362971343
945	0.8361044949
946	0.8359568061
947	0.8358076697
948	0.8356937572
949	0.8355822373
950	0.8353862086
951	0.8352920675
952	0.8351373061
953	0.8349775944
954	0.8346532633
955	0.8344531172
956	0.834240867
957	0.834085462
958	0.8339889225
959	0.8338215835
960	0.8336400974
961	0.8333052735
962	0.8330768174
963	0.8329140044
964	0.8326137452
965	0.832391309
966	0.8323522428
967	0.8321825605
968	0.8319026523
969	0.8317018397
970	0.8314394202
971	0.83124637
972	0.8309536625
973	0.8308050614
974	0.8306023202
975	0.830386571
976	0.8302048729
977	0.8300655406
978	0.829868365
979	0.8297805333
980	0.829666639
981	0.8295616763
982	0.8293237615
983	0.8291683338
984	0.8290141855
985	0.8288443004
986	0.8286591755
987	0.8285183481
988	0.8283768429
989	0.8282739875
990	0.8282723562
991	0.8280487025
992	0.8279021965
993	0.8277125464
994	0.8275957596
995	0.8274458154
996	0.8272893419
997	0.8269458527
998	0.8267374213
999	0.8267353757
