iter	RMSE
256	0.7144317959
257	0.7130676223
258	0.7115323588
259	0.7100204271
260	0.7088481634
261	0.7077372075
262	0.7070321592
263	0.7063973229
264	0.7056280423
265	0.7039061831
266	0.7026010441
267	0.701727063
268	0.7008843969
269	0.6988773695
270	0.6952310274
271	0.6924622543
272	0.6901775241
273	0.6876747382
274	0.6867791739
275	0.6860877024
276	0.6853657437
277	0.6842486018
278	0.6823863676
279	0.6814002821
280	0.6805762117
281	0.6767188028
282	0.6759198026
283	0.6752084485
284	0.6747028762
285	0.6729240051
286	0.6718257568
287	0.6707468857
288	0.6698178785
289	0.6689429703
290	0.6679513534
291	0.6661212612
292	0.6651811309
293	0.6646989228
294	0.664128949
295	0.6621056603
296	0.6615112178
297	0.6608270623
298	0.6589111231
299	0.6580374727
300	0.6570237466
301	0.6551683107
302	0.653437634
303	0.6526273652
304	0.6519855151
305	0.6503839358
306	0.648490487
307	0.6464994292
308	0.6450037451
309	0.644045285
310	0.6426521225
311	0.6421266647
312	0.6411999527
313	0.6404963107
314	0.6383936969
315	0.6368965088
316	0.6360810536
317	0.6350002879
318	0.6322826656
319	0.6318790084
320	0.6313157583
321	0.6305211327
322	0.6298158729
323	0.6268318794
324	0.6261030915
325	0.6256224677
326	0.6252083312
327	0.6248281468
328	0.6232878714
329	0.6212933721
330	0.6198098057
331	0.6189880828
332	0.6184860017
333	0.617718659
334	0.6157205174
335	0.6129236017
336	0.6120842591
337	0.6101701553
338	0.6087247163
339	0.6081110897
340	0.607690539
341	0.6047872446
342	0.6012864733
343	0.5999885994
344	0.5985570571
345	0.5972797335
346	0.5968127057
347	0.5954976771
348	0.5935573332
349	0.5931173842
350	0.591280945
351	0.590371157
352	0.5874499892
353	0.5865353349
354	0.58506249
355	0.5846283386
356	0.5836797718
357	0.5823652178
358	0.5815499575
359	0.5802679995
360	0.5787889688
361	0.5777062959
362	0.5764303736
363	0.5755358653
364	0.5747939568
365	0.5743348548
366	0.5729853972
367	0.5713796127
368	0.5701805079
369	0.5695240921
370	0.5689552566
371	0.567613601
372	0.5660518817
373	0.5643395908
374	0.5629823972
375	0.562018687
376	0.5616100401
377	0.5606313769
378	0.5599589347
379	0.5585508064
380	0.5581520419
381	0.5564338987
382	0.5554700661
383	0.5540979606
384	0.5537221437
385	0.5528451719
386	0.5498549243
387	0.5492738269
388	0.5484732171
389	0.5479293089
390	0.5475213074
391	0.5471171439
392	0.546761468
393	0.5456800397
394	0.5441469549
395	0.5424983948
396	0.5414746869
397	0.5410706424
398	0.5408083479
399	0.5404460484
400	0.5393410665
401	0.538338968
402	0.535560349
403	0.5327408533
404	0.5316694909
405	0.5298200491
406	0.5288777194
407	0.5274017133
408	0.5264829633
409	0.52581088
410	0.524661442
411	0.5233164397
412	0.5221628291
413	0.521126386
414	0.5201028256
415	0.5186381143
416	0.5174244402
417	0.5159331071
418	0.5146714577
419	0.5138624895
420	0.5119583998
421	0.5104060551
422	0.5094756557
423	0.5073716241
424	0.5066736397
425	0.5053271614
426	0.5043836866
427	0.5027530939
428	0.5021306329
429	0.5017391043
430	0.5015118621
431	0.499823201
432	0.4976763633
433	0.4973318276
434	0.4951908342
435	0.4946244506
436	0.4940188961
437	0.4918340111
438	0.490454361
439	0.4901367857
440	0.4899666983
441	0.4897491841
442	0.4878318407
443	0.4855694599
444	0.4845307232
445	0.483476532
446	0.4825039984
447	0.4819978703
448	0.4811896866
449	0.478965027
450	0.4787543898
451	0.4769335365
452	0.4765641524
453	0.4752715467
454	0.4741246853
455	0.4732318918
456	0.4724734093
457	0.4710762304
458	0.4704636964
459	0.4695541048
460	0.468848881
461	0.4683546187
462	0.4681518241
463	0.466923777
464	0.4666401766
465	0.4663522845
466	0.4651314327
467	0.4639895992
468	0.4636348241
469	0.4630823179
470	0.4613217851
471	0.459504572
472	0.4589699609
473	0.4583398504
474	0.456586775
475	0.4563200786
476	0.4557850278
477	0.4552574569
478	0.4549917757
479	0.4547266192
480	0.4544760487
481	0.4526025666
482	0.4524168973
483	0.4520466997
484	0.4506749652
485	0.4502257368
486	0.4500171836
487	0.4497728896
488	0.4495834226
489	0.4483864589
490	0.4466445159
491	0.4462138559
492	0.4454972729
493	0.4450865285
494	0.4445210215
495	0.4433907325
496	0.4429724876
497	0.4427813334
498	0.4424322523
499	0.441923067
500	0.4417638058
501	0.4415345094
502	0.4412531888
503	0.4409627523
504	0.4403531546
505	0.4393629818
506	0.43886036
507	0.4369266508
508	0.4359719512
509	0.4351655743
510	0.4347425592
511	0.432687003
512	0.4317923386
513	0.4316669066
514	0.4311241766
515	0.4309483997
516	0.4305591878
517	0.4292903045
518	0.4287321175
519	0.4276401056
520	0.4274072694
521	0.4266888177
522	0.4261371562
523	0.425235514
524	0.4241747464
525	0.4222374482
526	0.4217708665
527	0.4213804682
528	0.4197613804
529	0.4195437256
530	0.4192506136
531	0.4188868224
532	0.4179870178
533	0.4175472914
534	0.4159380562
535	0.4156168558
536	0.4140515859
537	0.4138429947
538	0.4132099848
539	0.41290948
540	0.4125198339
541	0.4117292828
542	0.4106178409
543	0.4091001571
544	0.4084642935
545	0.4069714919
546	0.4064774086
547	0.4058536814
548	0.4053927405
549	0.4052367668
550	0.404664167
551	0.4039093469
552	0.4024893937
553	0.4023568351
554	0.4014297932
555	0.4010660178
556	0.3994272067
557	0.3991188272
558	0.3979495025
559	0.3978314859
560	0.3970863136
561	0.3960960257
562	0.3958579396
563	0.3948777848
564	0.3941767622
565	0.3935497409
566	0.3934012168
567	0.3932658577
568	0.393098566
569	0.3918282573
570	0.3902535755
571	0.3900009739
572	0.3893663565
573	0.388630878
574	0.3882013959
575	0.3876719316
576	0.3870461306
577	0.386758365
578	0.3849783691
579	0.3848116214
580	0.3841735509
581	0.3838654852
582	0.3835055749
583	0.3822299614
584	0.381660192
585	0.3796832689
586	0.3791821403
587	0.37905716
588	0.378898549
589	0.3786846191
590	0.3782345321
591	0.378024565
592	0.3773076699
593	0.3759883721
594	0.37467155
595	0.3737532841
596	0.3724699145
597	0.3712708573
598	0.3710448657
599	0.3700886312
600	0.3699440754
601	0.3696132236
602	0.3689344799
603	0.3685363295
604	0.3684064263
605	0.3671120439
606	0.3669398496
607	0.3656759781
608	0.3647130171
609	0.3645382739
610	0.3642409342
611	0.3636075052
612	0.3632339979
613	0.3630079507
614	0.3629207938
615	0.3627575773
616	0.3612925349
617	0.3608375342
618	0.3606942365
619	0.3601868441
620	0.360073288
621	0.3587532331
622	0.3581068496
623	0.3576014394
624	0.3570757244
625	0.3552226562
626	0.3545389799
627	0.3532137667
628	0.3513166481
629	0.3504855873
630	0.3503814932
631	0.3492246532
632	0.3485510555
633	0.3472009426
634	0.3469913883
635	0.3466632531
636	0.3453350149
637	0.3442295594
638	0.3440060546
639	0.3433330417
640	0.3431467992
641	0.342841349
642	0.3416114773
643	0.3414179169
644	0.3394546534
645	0.3392429746
646	0.3383821486
647	0.3382765816
648	0.3381705521
649	0.3375707236
650	0.3364329256
651	0.3353623518
652	0.334414344
653	0.3339846145
654	0.3335080002
655	0.3334387837
656	0.3326864234
657	0.3317184476
658	0.3310294679
659	0.3299565492
660	0.3297501214
661	0.3294689261
662	0.3286566184
663	0.3285370497
664	0.327740131
665	0.3270573401
666	0.3269498474
667	0.3268619056
668	0.3263383863
669	0.3262509593
670	0.325867584
671	0.3250602796
672	0.3244594896
673	0.3240684951
674	0.3240008148
675	0.3238968859
676	0.3237831101
677	0.3233814905
678	0.3231279374
679	0.3222145754
680	0.3214659028
681	0.3213142598
682	0.3209649466
683	0.3206331381
684	0.3205109935
685	0.3197608194
686	0.3196631473
687	0.3193581426
688	0.318926236
689	0.3186839959
690	0.3182356362
691	0.3179974567
692	0.3179342409
693	0.317344491
694	0.3171582212
695	0.3162862676
696	0.3160905181
697	0.3154988011
698	0.3148723705
699	0.3141600759
700	0.3133145125
701	0.3132094463
702	0.3131439558
703	0.3127110279
704	0.3126356845
705	0.3114624035
706	0.3108482645
707	0.309777733
708	0.3093933737
709	0.3082396776
710	0.3074286537
711	0.3073605617
712	0.3064763948
713	0.3060292886
714	0.3046208806
715	0.3039723239
716	0.3033323149
717	0.3024093646
718	0.3016778026
719	0.3013719258
720	0.3010562965
721	0.3008080108
722	0.3005026809
723	0.3001594782
724	0.3000789479
725	0.2993051912
726	0.29916577
727	0.2984520089
728	0.2983760064
729	0.2980417422
730	0.2974747558
731	0.2968714799
732	0.2968039116
733	0.2964467224
734	0.2963211452
735	0.2954021145
736	0.2953316836
737	0.2951898635
738	0.2947425173
739	0.2944661927
740	0.2934963186
741	0.2928580197
742	0.2924360303
743	0.2923772027
744	0.2923051028
745	0.2910239981
746	0.2907320631
747	0.2899238468
748	0.2894887626
749	0.2891209924
750	0.2888870189
751	0.2882701898
752	0.2871214444
753	0.2857055998
754	0.2848898569
755	0.2840705355
756	0.2833943533
757	0.2827132171
758	0.2821344942
759	0.2815451599
760	0.2811225739
761	0.2808091527
762	0.2804756463
763	0.279922694
764	0.2788366991
765	0.2784763529
766	0.278394011
767	0.2779460243
768	0.2776715387
769	0.2767773762
770	0.2764612308
771	0.2759030419
772	0.2754629886
773	0.2750744997
774	0.274868125
775	0.2744659211
776	0.2743014578
777	0.2742408491
778	0.2737425179
779	0.2736028343
780	0.2723816745
781	0.2723198604
782	0.2721060357
783	0.2716010344
784	0.2713163324
785	0.2711304934
786	0.2705226399
787	0.2701237114
788	0.270022242
789	0.2697119687
790	0.2685346948
791	0.2679224267
792	0.2677051226
793	0.2675279402
794	0.2672838405
795	0.2668753646
796	0.2661880133
797	0.2655850885
798	0.2652493869
799	0.2641495799
800	0.2634727703
801	0.2632905156
802	0.2630769671
803	0.2628926278
804	0.2622089597
805	0.2619581494
806	0.2618149537
807	0.2615558623
808	0.2612027044
809	0.2611218964
810	0.2605358347
811	0.2598822702
812	0.258716518
813	0.2581762959
814	0.2576068389
815	0.2570063977
816	0.2566659977
817	0.2559907833
818	0.2556276004
819	0.2552353888
820	0.2548469519
821	0.2544220472
822	0.2543891541
823	0.253998033
824	0.2534184381
825	0.2531490012
826	0.2528085222
827	0.252526274
828	0.252185708
829	0.2519351733
830	0.2513549596
831	0.251192573
832	0.2508200768
833	0.2504784106
834	0.2502071803
835	0.2498356016
836	0.2494809969
837	0.2487470481
838	0.2479821701
839	0.2474321997
840	0.2471670726
841	0.2470394992
842	0.2466420344
843	0.2463212766
844	0.2462645234
845	0.2456758492
846	0.2454191202
847	0.2448960462
848	0.2445480493
849	0.244105196
850	0.2439805039
851	0.2431410917
852	0.2428748276
853	0.2425647712
854	0.2423120334
855	0.2420843713
856	0.2420031975
857	0.2417968451
858	0.24168619
859	0.2414405408
860	0.2411267019
861	0.2410814006
862	0.2404846317
863	0.2400898485
864	0.2398630227
865	0.2394413411
866	0.2391886449
867	0.238746578
868	0.2384301866
869	0.2381108243
870	0.2377970693
871	0.2377403139
872	0.2371735187
873	0.2369086318
874	0.235917786
875	0.2350447531
876	0.2341599364
877	0.2335339153
878	0.2329561715
879	0.2325313425
880	0.2323525868
881	0.2321736534
882	0.2320815274
883	0.2318878871
884	0.2314531838
885	0.2309380721
886	0.2306835816
887	0.2302297549
888	0.2302056522
889	0.2299721665
890	0.2293481023
891	0.2290836598
892	0.2286237383
893	0.2285279194
894	0.2284927366
895	0.2280344346
896	0.2276427761
897	0.2274274674
898	0.2271014552
899	0.2267027342
900	0.2259152013
901	0.2257127779
902	0.2256498058
903	0.2256009256
904	0.2254283764
905	0.2244849344
906	0.2242888475
907	0.2238003833
908	0.2237038566
909	0.2232014886
910	0.2224012504
911	0.2218652331
912	0.2215980257
913	0.2212940866
914	0.2206692702
915	0.2204380178
916	0.2202237943
917	0.2198892328
918	0.2194599516
919	0.2193391439
920	0.2188555545
921	0.218515593
922	0.2183141423
923	0.2182766909
924	0.2178366218
925	0.217350131
926	0.2169160216
927	0.2165900625
928	0.2160896773
929	0.2159457288
930	0.2153597785
931	0.2149213583
932	0.2144618915
933	0.2141326198
934	0.2138456079
935	0.2136225889
936	0.2131411796
937	0.2128845195
938	0.2128345222
939	0.2126028163
940	0.212273229
941	0.2117263041
942	0.2115548081
943	0.2109579641
944	0.2107403608
945	0.2106997735
946	0.210480201
947	0.210226636
948	0.2099032114
949	0.2091402458
950	0.2089416294
951	0.2088478669
952	0.2088075101
953	0.208519377
954	0.2080463971
955	0.2075853896
956	0.2073870188
957	0.2072719668
958	0.2067990285
959	0.2063378176
960	0.2060259762
961	0.2058427064
962	0.2056215077
963	0.2048388502
964	0.2042247796
965	0.2041925374
966	0.2040864889
967	0.2039203439
968	0.2036306714
969	0.2034424952
970	0.2033637821
971	0.2025977671
972	0.2022282718
973	0.2019347765
974	0.2015143049
975	0.2013557805
976	0.2006087898
977	0.2003012808
978	0.2002045081
979	0.2000052902
980	0.1994733972
981	0.199356215
982	0.1991824115
983	0.1987153477
984	0.1983706562
985	0.1979422741
986	0.1978529617
987	0.1970400411
988	0.1965680954
989	0.1964061
990	0.1959260711
991	0.1953664423
992	0.1952319796
993	0.1950029002
994	0.1943333863
995	0.1942111095
996	0.1936399364
997	0.1932460276
998	0.1926787546
999	0.1926255522
